Country Name,Indicator Name,Indicator Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Cameroon,"Population of the official age for tertiary education, both sexes (number)",SP.TER.TOTL.IN,1719356.0,1780058.0,1834240.0,1888768.0,1942940.0,1996070.0,2047898.0,2093887.0,2139526.0,2185139.0,2231240.0
Cameroon,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,1191832.0,1224624.0,1251862.0,1279039.0,1307116.0,1335734.0,1363832.0,1388725.0,1414233.0,1440723.0,1469540.0
Cameroon,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,83.13557,,,80.57444,,,,,
"Congo, Dem. Rep.","Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,,,,,,,,,,,
"Congo, Dem. Rep.",GDP per capita (current US$),NY.GDP.PCAP.CD,218.523509172798,252.843045383867,280.121743652117,318.120134053478,,318.075751596552,357.483493772145,398.140694830982,420.87049003093,461.56808529415,474.936048106405
"Congo, Dem. Rep.",Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,,,1.60178005695343,,,2.2453498840332,,
"Congo, Dem. Rep.","Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,,4.38501977920532,4.39247989654541,5.50515985488892,6.50257015228271,,7.8144998550415,7.92246007919312,6.64075994491577,,
"Congo, Dem. Rep.","Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,,,28.0825691223145,31.5850791931152,33.1990203857422,33.7610015869141,35.5526809692383,35.6101188659667,34.9250984191895,36.7026901245117,
"Congo, Dem. Rep.",Internet users (per 100 people),IT.NET.USER.P2,0.238037799,0.29605361,0.37,0.44,0.56,0.72,1.2,1.679961015,2.2,3.0,3.799999507
"Congo, Dem. Rep.","Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,,,,,,,,39.6840896606445,40.4641304016113,48.2298011779785,
"Congo, Dem. Rep.","Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,7511130.0,7779479.0,8028263.0,8290696.0,8566393.0,8851002.0,9142217.0,9432352.0,9746947.0,10087197.0,10453419.0
"Congo, Dem. Rep.","Population of the official age for tertiary education, both sexes (number)",SP.TER.TOTL.IN,5040867.0,5232430.0,5414612.0,5608178.0,5811042.0,6021958.0,6240773.0,6453185.0,6670603.0,6892908.0,
"Congo, Dem. Rep.","Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,4817932.0,4990207.0,5154275.0,5329995.0,5512316.0,5697175.0,5884093.0,6063628.0,6254713.0,6463132.0,6692036.0
"Congo, Dem. Rep.","Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,65.77653,,,,,83.59755,,,
"Congo, Rep.","Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,,,,,,,,,,,
"Congo, Rep.",GDP per capita (current US$),NY.GDP.PCAP.CD,1637.06438124572,2012.11007047306,2111.20948856339,2881.59411605216,2255.33311863864,2737.34233022991,3196.64752370824,2952.05234806594,2964.57298903058,2910.52022576864,1712.12114632566
"Congo, Rep.",Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.83616995811462,,,,,6.2178897857666,,,,,
"Congo, Rep.","Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,,,,,6.55394983291625,,9.11577033996582,10.4394598007202,9.71879959106445,,
"Congo, Rep.","Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,,,,,,,,38.2801895141602,,,
"Congo, Rep.",Internet users (per 100 people),IT.NET.USER.P2,1.46342006,2.007990079,2.759704374,4.287509903,4.5,5.0,5.6,6.106695024,6.6,7.11,7.615974662
"Congo, Rep.","Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,,,,44.9248085021973,46.0278396606445,45.0835189819336,47.0215301513672,51.9218788146973,,,
"Congo, Rep.","Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,522160.0,533181.0,545038.0,558606.0,573523.0,589333.0,605628.0,621982.0,639525.0,658244.0,678309.0
"Congo, Rep.","Population of the official age for tertiary education, both sexes (number)",SP.TER.TOTL.IN,327635.0,333705.0,340931.0,348847.0,356991.0,364880.0,372190.0,376485.0,381086.0,386803.0,
"Congo, Rep.","Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,214107.0,218283.0,222812.0,227688.0,232706.0,237834.0,243270.0,248865.0,255418.0,262733.0,270686.0
"Congo, Rep.","Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,80.91395,,,,
Comoros,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,,,,,,,,,19.5877799987793,,
Comoros,GDP per capita (current US$),NY.GDP.PCAP.CD,621.903370202384,648.300871676333,720.759301258731,795.970501862599,778.545419864544,769.174288260466,829.758688479073,788.632652955229,834.341094890303,852.954307862846,727.646386827046
Comoros,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,,,7.69660997390747,,,4.94434976577759,4.88066005706787,4.30224990844727,4.86861991882324,4.34328985214233
Comoros,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,,,4.05386018753052,,5.80089998245239,5.69981002807617,7.90915012359619,8.59988975524902,8.68262958526611,8.9284200668335,
Comoros,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,,,,,,,,,50.3670616149902,51.9897499084473,
Comoros,Internet users (per 100 people),IT.NET.USER.P2,2.0,2.2,2.5,3.0,3.5,5.1,5.5,5.975296308,6.5,6.98,7.459161386
Comoros,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,,,,,,,,,45.1444702148438,47.7088012695313,
Comoros,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,100644.0,102258.0,103690.0,105153.0,106716.0,108432.0,110294.0,112172.0,114211.0,116377.0,118640.0
Comoros,"Population of the official age for tertiary education, both sexes (number)",SP.TER.TOTL.IN,60542.0,62384.0,64087.0,65685.0,67162.0,68511.0,69742.0,70780.0,71764.0,72790.0,
Comoros,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,41325.0,42172.0,42824.0,43396.0,43947.0,44536.0,45198.0,45913.0,46723.0,47594.0,48495.0
Comoros,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,71.58127,,,
Cabo Verde,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,,26.260669708252,28.611349105835,,,,,34.5941886901855,35.4189300537109,36.0291290283203,
Cabo Verde,GDP per capita (current US$),NY.GDP.PCAP.CD,2048.13459038853,2304.2899020136,3112.28571215206,3638.90594639645,3444.55659984684,3312.82598480901,3670.42945259692,3408.48276238421,3558.79631355078,3529.61840305663,2954.11946734235
Cabo Verde,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,6.52960014343262,5.40638017654419,5.50567007064819,5.30424022674561,5.55001020431519,5.04101991653442,,4.99245023727416,,
Cabo Verde,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,7.46140003204346,8.31694030761719,9.29753971099854,11.4715995788574,14.4666204452515,17.3055591583252,20.0860195159912,20.121410369873,22.3113803863525,22.9821796417236,21.707820892334
Cabo Verde,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,45.1853218078613,60.8884086608887,60.3047790527344,63.7488594055176,62.0873794555664,65.928596496582,67.2115097045898,71.4498901367188,72.6045532226563,72.3129501342773,72.6379318237305
Cabo Verde,Internet users (per 100 people),IT.NET.USER.P2,6.074087107,6.808911008,8.28321982,14.0,21.0,30.0,32.0,34.74,37.5,40.26,47.96162392
Cabo Verde,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,52.2458381652832,70.2391967773438,68.3153533935547,73.4433822631835,73.6643676757813,72.3210525512695,79.9687118530273,78.6594085693359,77.5937805175781,75.6984786987305,76.3908920288085
Cabo Verde,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,76676.0,76804.0,75818.0,74496.0,72980.0,71326.0,69495.0,67721.0,66101.0,64618.0,63141.0
Cabo Verde,"Population of the official age for tertiary education, both sexes (number)",SP.TER.TOTL.IN,52403.0,54912.0,56886.0,58039.0,58514.0,58617.0,58593.0,58644.0,58571.0,58293.0,57758.0
Cabo Verde,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,37853.0,38293.0,37929.0,37414.0,36898.0,36356.0,35668.0,34844.0,34075.0,33373.0,32662.0
Cabo Verde,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,98.12897,,,98.11131
Eritrea,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,9.67247009277344,10.3694801330566,11.7453804016113,13.2567901611328,14.7991304397583,18.2775001525879,18.0921592712402,16.6978492736816,15.7608098983765,,
Eritrea,GDP per capita (current US$),NY.GDP.PCAP.CD,276.750809646129,297.828058802925,317.329433586554,326.082564151512,430.754449938105,482.1490904235,582.775530237486,,,,
Eritrea,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,,2.12700009346008,,,,,,,,,
Eritrea,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,,,,,1.92062997817993,2.32966995239258,,,,2.56538009643555,
Eritrea,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,17.8483905792236,18.1191997528076,17.7720108032227,19.912109375,21.712230682373,23.3467903137207,24.9163208007813,24.0771293640137,27.5269603729248,28.3394908905029,23.0796699523926
Eritrea,Internet users (per 100 people),IT.NET.USER.P2,,,0.41,0.47,0.54,0.61,0.7,0.8,0.9,0.99,1.083733116
Eritrea,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,,30.3478507995605,32.2960090637207,33.1603317260742,36.516300201416,37.1127510070801,43.1810302734375,55.3558616638184,,,31.0370407104492
Eritrea,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,762060.0,761308.0,752242.0,741991.0,733117.0,727423.0,726239.0,726753.0,756304.0,777134.0,804606.0
Eritrea,"Population of the official age for tertiary education, both sexes (number)",SP.TER.TOTL.IN,474884.0,496537.0,508060.0,515319.0,518006.0,516768.0,,,,489362.0,
Eritrea,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,436538.0,439887.0,434886.0,427117.0,419045.0,412819.0,409310.0,405663.0,410899.0,416673.0,427974.0
Eritrea,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,86.97491,,,,,,,
Ethiopia,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,,,,,,,,,,,
